serial No,Korean,Math,English,Social Studies,Science,University,Tutoring Period,University_rank,chance of admit
46,72,93,77,77,92,Hankuk University of Foreign Studies,1,33,0.54
340,73,85,99,87,80,Hankuk University of Foreign Studies,1,33,0.54
46,72,93,77,77,92,Hankuk University of Foreign Studies,1,33,0.54
162,88,72,73,67,70,Hankuk University of Foreign Studies,4,33,0.2899999999999999
428,79,42,80,50,69,Hankuk University of Foreign Studies,3,33,0.5297384855791762
162,63,49,53,43,58,Hankuk University of Foreign Studies,4,33,0.0
255,95,87,67,67,63,Hankuk University of Foreign Studies,3,33,0.94
379,72,99,75,61,63,Hankuk University of Foreign Studies,2,33,0.69
255,95,87,67,67,63,Hankuk University of Foreign Studies,3,33,0.94
340,73,85,99,87,80,Hankuk University of Foreign Studies,1,33,0.54
428,79,38,64,62,64,Hankuk University of Foreign Studies,3,33,0.6476700224028987
160,72,93,78,74,86,Hankuk University of Foreign Studies,3,33,1.0
174,64,47,76,36,61,Hankuk University of Foreign Studies,4,33,0.03128775166062203
46,72,93,77,77,92,Hankuk University of Foreign Studies,1,33,0.54
340,73,85,99,87,80,Hankuk University of Foreign Studies,1,33,0.54
340,59,67,87,61,52,Hankuk University of Foreign Studies,1,33,0.28260901370765057
319,76,67,43,37,40,Hankuk University of Foreign Studies,2,33,0.2014320731797642
167,82,71,77,93,90,Hankuk University of Foreign Studies,2,33,0.79
255,95,87,67,67,63,Hankuk University of Foreign Studies,3,33,0.94
340,57,63,74,62,56,Hankuk University of Foreign Studies,1,33,0.1250913459013575
117,67,80,85,100,99,Hankuk University of Foreign Studies,2,33,0.79
167,62,51,61,72,69,Hankuk University of Foreign Studies,2,33,0.43695734158903476
167,82,71,77,93,90,Hankuk University of Foreign Studies,2,33,0.79
116,54,40,83,79,82,Hankuk University of Foreign Studies,4,33,0.0
174,84,65,91,63,88,Hankuk University of Foreign Studies,4,33,0.2899999999999999
117,67,80,85,100,99,Hankuk University of Foreign Studies,2,33,0.79
167,82,71,77,93,90,Hankuk University of Foreign Studies,2,33,0.79
319,93,84,63,62,63,Hankuk University of Foreign Studies,2,33,0.69
319,93,84,63,62,63,Hankuk University of Foreign Studies,2,33,0.69
167,63,53,53,67,70,Hankuk University of Foreign Studies,2,33,0.4878445242555961
116,77,60,97,99,94,Hankuk University of Foreign Studies,4,33,0.39
116,77,60,97,99,94,Hankuk University of Foreign Studies,4,33,0.39
340,73,85,99,87,80,Hankuk University of Foreign Studies,1,33,0.54
160,72,93,78,74,86,Hankuk University of Foreign Studies,3,33,1.0
167,82,71,77,93,90,Hankuk University of Foreign Studies,2,33,0.79
379,72,99,75,61,63,Hankuk University of Foreign Studies,2,33,0.69
319,93,84,63,62,63,Hankuk University of Foreign Studies,2,33,0.69
319,93,84,63,62,63,Hankuk University of Foreign Studies,2,33,0.69
428,64,42,69,56,52,Hankuk University of Foreign Studies,3,33,0.5383234177657118
116,56,42,75,77,75,Hankuk University of Foreign Studies,4,33,0.014885369812577931
162,88,72,73,67,70,Hankuk University of Foreign Studies,4,33,0.2899999999999999
428,90,62,92,77,81,Hankuk University of Foreign Studies,3,33,1.0
46,72,93,77,77,92,Hankuk University of Foreign Studies,1,33,0.54
105,72,54,78,68,62,Hankuk University of Foreign Studies,4,33,0.0
403,61,88,99,92,92,Hankuk University of Foreign Studies,2,33,0.79
319,93,84,63,62,63,Hankuk University of Foreign Studies,2,33,0.69
160,72,93,78,74,86,Hankuk University of Foreign Studies,3,33,1.0
340,73,85,99,87,80,Hankuk University of Foreign Studies,1,33,0.54
340,73,85,99,87,80,Hankuk University of Foreign Studies,1,33,0.54
117,67,80,85,100,99,Hankuk University of Foreign Studies,2,33,0.79
174,56,44,66,45,72,Hankuk University of Foreign Studies,4,33,0.12151744853314256
162,88,72,73,67,70,Hankuk University of Foreign Studies,4,33,0.2899999999999999
319,93,84,63,62,63,Hankuk University of Foreign Studies,2,33,0.69
167,82,71,77,93,90,Hankuk University of Foreign Studies,2,33,0.79
255,95,87,67,67,63,Hankuk University of Foreign Studies,3,33,0.94
174,84,65,91,63,88,Hankuk University of Foreign Studies,4,33,0.2899999999999999
255,69,58,39,47,48,Hankuk University of Foreign Studies,3,33,0.5303071829064144
174,84,65,91,63,88,Hankuk University of Foreign Studies,4,33,0.2899999999999999
162,88,72,73,67,70,Hankuk University of Foreign Studies,4,33,0.2899999999999999
117,42,54,58,88,72,Hankuk University of Foreign Studies,2,33,0.564151243384254
255,69,74,56,48,40,Hankuk University of Foreign Studies,3,33,0.5238451057334726
167,62,43,50,77,74,Hankuk University of Foreign Studies,2,33,0.47134104929530735
255,71,60,52,40,40,Hankuk University of Foreign Studies,3,33,0.5743650563409737
46,72,93,77,77,92,Hankuk University of Foreign Studies,1,33,0.54
428,61,47,67,56,53,Hankuk University of Foreign Studies,3,33,0.7148871123903082
174,62,54,65,47,72,Hankuk University of Foreign Studies,4,33,0.04712720298869988
403,48,78,80,72,65,Hankuk University of Foreign Studies,2,33,0.4352275731809737
105,72,49,83,85,48,Hankuk University of Foreign Studies,4,33,0.09291248741575553
174,57,38,67,39,70,Hankuk University of Foreign Studies,4,33,0.0
319,93,84,63,62,63,Hankuk University of Foreign Studies,2,33,0.69
340,73,85,99,87,80,Hankuk University of Foreign Studies,1,33,0.54
160,59,82,50,60,65,Hankuk University of Foreign Studies,3,33,0.6263761860235433
319,93,84,63,62,63,Hankuk University of Foreign Studies,2,33,0.69
116,77,60,97,99,94,Hankuk University of Foreign Studies,4,33,0.39
379,72,99,75,61,63,Hankuk University of Foreign Studies,2,33,0.69
255,95,87,67,67,63,Hankuk University of Foreign Studies,3,33,0.94
403,61,88,99,92,92,Hankuk University of Foreign Studies,2,33,0.79
46,72,93,77,77,92,Hankuk University of Foreign Studies,1,33,0.54
117,48,62,73,75,78,Hankuk University of Foreign Studies,2,33,0.48429726246430843
117,67,80,85,100,99,Hankuk University of Foreign Studies,2,33,0.79
174,84,65,91,63,88,Hankuk University of Foreign Studies,4,33,0.2899999999999999
116,77,60,97,99,94,Hankuk University of Foreign Studies,4,33,0.39
117,48,51,59,82,82,Hankuk University of Foreign Studies,2,33,0.5764250183279748
105,97,77,97,97,75,Hankuk University of Foreign Studies,4,33,0.39
174,67,54,64,44,60,Hankuk University of Foreign Studies,4,33,0.0
403,61,88,99,92,92,Hankuk University of Foreign Studies,2,33,0.79
105,97,77,97,97,75,Hankuk University of Foreign Studies,4,33,0.39
116,77,60,97,99,94,Hankuk University of Foreign Studies,4,33,0.39
403,61,88,99,92,92,Hankuk University of Foreign Studies,2,33,0.79
255,95,87,67,67,63,Hankuk University of Foreign Studies,3,33,0.94
160,72,93,78,74,86,Hankuk University of Foreign Studies,3,33,1.0
162,88,72,73,67,70,Hankuk University of Foreign Studies,4,33,0.2899999999999999
319,93,84,63,62,63,Hankuk University of Foreign Studies,2,33,0.69
428,90,62,92,77,81,Hankuk University of Foreign Studies,3,33,1.0
116,77,60,97,99,94,Hankuk University of Foreign Studies,4,33,0.39
319,75,72,51,42,40,Hankuk University of Foreign Studies,2,33,0.3188856805962874
117,67,80,85,100,99,Hankuk University of Foreign Studies,2,33,0.79
379,72,99,75,61,63,Hankuk University of Foreign Studies,2,33,0.69
428,90,62,92,77,81,Hankuk University of Foreign Studies,3,33,1.0
379,72,99,75,61,63,Hankuk University of Foreign Studies,2,33,0.69
162,88,72,73,67,70,Hankuk University of Foreign Studies,4,33,0.2899999999999999
319,74,59,35,45,38,Hankuk University of Foreign Studies,2,33,0.4878921351414356
105,97,77,97,97,75,Hankuk University of Foreign Studies,4,33,0.39
174,66,52,76,52,74,Hankuk University of Foreign Studies,4,33,0.0
255,67,75,52,47,46,Hankuk University of Foreign Studies,3,33,0.8184143952799555
379,72,99,75,61,63,Hankuk University of Foreign Studies,2,33,0.69
379,43,78,52,35,38,Hankuk University of Foreign Studies,2,33,0.4811552789669691
460,72,49,40,62,45,Ajou University,2,34,0.5081691877082829
106,61,81,57,45,58,Ajou University,3,34,0.7364813269988556
440,99,93,64,77,68,Ajou University,1,34,0.54
15,63,97,99,66,70,Ajou University,3,34,0.94
460,100,78,63,77,71,Ajou University,2,34,0.69
460,100,78,63,77,71,Ajou University,2,34,0.69
482,88,62,42,37,55,Ajou University,1,34,0.0
13,42,52,50,59,61,Ajou University,2,34,0.46684336472435006
482,98,73,60,61,80,Ajou University,1,34,0.4399999999999999
161,79,66,63,51,45,Ajou University,4,34,0.15500384749644233
460,90,54,36,65,53,Ajou University,2,34,0.3475734855045917
13,62,77,70,84,88,Ajou University,2,34,0.69
460,100,78,63,77,71,Ajou University,2,34,0.69
53,79,71,87,81,60,Ajou University,1,34,0.4399999999999999
381,83,95,93,80,87,Ajou University,3,34,1.0
53,79,71,87,81,60,Ajou University,1,34,0.4399999999999999
53,79,71,87,81,60,Ajou University,1,34,0.4399999999999999
482,85,52,36,43,58,Ajou University,1,34,0.0
15,63,97,99,66,70,Ajou University,3,34,0.94
53,79,71,87,81,60,Ajou University,1,34,0.4399999999999999
161,93,84,79,76,66,Ajou University,4,34,0.2899999999999999
161,83,72,56,61,43,Ajou University,4,34,0.0
381,83,95,93,80,87,Ajou University,3,34,1.0
53,79,71,87,81,60,Ajou University,1,34,0.4399999999999999
460,100,78,63,77,71,Ajou University,2,34,0.69
313,64,71,54,61,73,Ajou University,3,34,0.6231169007500201
248,93,73,70,76,70,Ajou University,3,34,0.94
313,67,61,53,76,62,Ajou University,3,34,0.817298110178826
70,56,57,58,42,56,Ajou University,3,34,0.6525179485203012
106,74,91,75,72,78,Ajou University,3,34,0.94
13,62,77,70,84,88,Ajou University,2,34,0.69
482,88,44,37,36,54,Ajou University,1,34,0.0
381,83,95,93,80,87,Ajou University,3,34,1.0
440,75,81,35,50,54,Ajou University,1,34,0.3107462909348119
53,79,71,87,81,60,Ajou University,1,34,0.4399999999999999
53,79,71,87,81,60,Ajou University,1,34,0.4399999999999999
440,89,82,44,63,42,Ajou University,1,34,0.07923365071596433
367,78,92,77,91,73,Ajou University,2,34,0.79
248,70,49,42,66,49,Ajou University,3,34,0.5743722147703679
161,93,84,79,76,66,Ajou University,4,34,0.2899999999999999
440,99,93,64,77,68,Ajou University,1,34,0.54
248,70,46,47,54,54,Ajou University,3,34,0.5304814711980299
53,79,71,87,81,60,Ajou University,1,34,0.4399999999999999
70,70,79,70,64,83,Ajou University,3,34,0.94
70,55,62,51,43,68,Ajou University,3,34,0.769251625263145
248,93,73,70,76,70,Ajou University,3,34,0.94
70,70,79,70,64,83,Ajou University,3,34,0.94
482,98,73,60,61,80,Ajou University,1,34,0.4399999999999999
367,78,92,77,91,73,Ajou University,2,34,0.79
367,78,92,77,91,73,Ajou University,2,34,0.79
106,74,91,75,72,78,Ajou University,3,34,0.94
460,100,78,63,77,71,Ajou University,2,34,0.69
248,68,56,58,61,46,Ajou University,3,34,0.6139622978911756
106,64,69,57,43,57,Ajou University,3,34,0.555283412414418
313,67,66,46,75,68,Ajou University,3,34,0.8108678699340878
13,62,77,70,84,88,Ajou University,2,34,0.69
15,34,69,86,45,52,Ajou University,3,34,0.5943938330674977
381,67,69,83,61,70,Ajou University,3,34,0.706428047937697
367,64,81,51,68,61,Ajou University,2,34,0.4111261459605178
70,70,79,70,64,83,Ajou University,3,34,0.94
482,98,73,60,61,80,Ajou University,1,34,0.4399999999999999
106,74,91,75,72,78,Ajou University,3,34,0.94
53,79,71,87,81,60,Ajou University,1,34,0.4399999999999999
15,63,97,99,66,70,Ajou University,3,34,0.94
106,50,65,56,58,49,Ajou University,3,34,0.6602295186887219
482,98,73,60,61,80,Ajou University,1,34,0.4399999999999999
313,91,88,64,88,84,Ajou University,3,34,1.0
440,99,93,64,77,68,Ajou University,1,34,0.54
13,62,77,70,84,88,Ajou University,2,34,0.69
53,53,48,64,56,32,Ajou University,1,34,0.0
248,93,73,70,76,70,Ajou University,3,34,0.94
381,71,69,67,68,72,Ajou University,3,34,0.6773097765876319
367,51,72,53,67,54,Ajou University,2,34,0.4068015848464843
161,93,84,79,76,66,Ajou University,4,34,0.2899999999999999
70,51,59,47,46,72,Ajou University,3,34,0.6163457823226005
70,70,79,70,64,83,Ajou University,3,34,0.94
381,83,95,93,80,87,Ajou University,3,34,1.0
15,63,97,99,66,70,Ajou University,3,34,0.94
161,75,60,52,50,42,Ajou University,4,34,0.07875621889872142
440,99,93,64,77,68,Ajou University,1,34,0.54
161,93,84,79,76,66,Ajou University,4,34,0.2899999999999999
106,56,62,50,58,52,Ajou University,3,34,0.6356849754757297
440,81,77,48,49,55,Ajou University,1,34,0.24621721963345888
106,61,79,52,53,54,Ajou University,3,34,0.7375739715588208
440,81,73,37,48,53,Ajou University,1,34,0.0745388552588705
482,86,53,48,41,60,Ajou University,1,34,0.09028327810994136
15,63,97,99,66,70,Ajou University,3,34,0.94
106,74,91,75,72,78,Ajou University,3,34,0.94
367,78,92,77,91,73,Ajou University,2,34,0.79
440,99,93,64,77,68,Ajou University,1,34,0.54
482,79,63,31,48,58,Ajou University,1,34,0.1955074880104603
161,93,84,79,76,66,Ajou University,4,34,0.2899999999999999
248,93,73,70,76,70,Ajou University,3,34,0.94
161,93,84,79,76,66,Ajou University,4,34,0.2899999999999999
161,66,55,54,60,50,Ajou University,4,34,0.17413297266097477
313,91,88,64,88,84,Ajou University,3,34,1.0
482,72,57,35,47,57,Ajou University,1,34,0.11990340887052792
482,98,73,60,61,80,Ajou University,1,34,0.4399999999999999
381,83,95,93,80,87,Ajou University,3,34,1.0
15,47,70,83,41,51,Ajou University,3,34,0.45148840202967133
367,78,92,77,91,73,Ajou University,2,34,0.79
13,46,57,52,55,75,Ajou University,2,34,0.21006799493938766
161,68,70,51,55,55,Ajou University,4,34,0.0
367,78,92,77,91,73,Ajou University,2,34,0.79
313,74,59,50,61,55,Ajou University,3,34,0.7660584679770209
106,74,91,75,72,78,Ajou University,3,34,0.94
440,99,93,64,77,68,Ajou University,1,34,0.54
106,74,91,75,72,78,Ajou University,3,34,0.94
70,70,79,70,64,83,Ajou University,3,34,0.94
381,83,95,93,80,87,Ajou University,3,34,1.0
313,91,88,64,88,84,Ajou University,3,34,1.0
313,91,88,64,88,84,Ajou University,3,34,1.0
106,74,91,75,72,78,Ajou University,3,34,0.94
70,70,79,70,64,83,Ajou University,3,34,0.94
460,100,78,63,77,71,Ajou University,2,34,0.69
13,52,50,51,65,62,Ajou University,2,34,0.5489640275512542
313,91,88,64,88,84,Ajou University,3,34,1.0
440,99,93,64,77,68,Ajou University,1,34,0.54
367,53,81,59,81,57,Ajou University,2,34,0.38187585385911305
248,93,73,70,76,70,Ajou University,3,34,0.94
13,62,77,70,84,88,Ajou University,2,34,0.69
367,60,80,63,77,55,Ajou University,2,34,0.43863686809524327
53,57,43,59,58,44,Ajou University,1,34,0.1536153635121758
15,34,85,81,53,55,Ajou University,3,34,0.7951478410772432
248,93,73,70,76,70,Ajou University,3,34,0.94
70,70,79,70,64,83,Ajou University,3,34,0.94
161,93,84,79,76,66,Ajou University,4,34,0.2899999999999999
313,70,65,39,63,60,Ajou University,3,34,0.6036079144994856
15,46,87,87,39,54,Ajou University,3,34,0.6040855700509015
313,70,66,43,61,61,Ajou University,3,34,0.6495836808300732
15,63,97,99,66,70,Ajou University,3,34,0.94
440,99,93,64,77,68,Ajou University,1,34,0.54
161,93,84,79,76,66,Ajou University,4,34,0.2899999999999999
482,73,53,45,46,58,Ajou University,1,34,0.20322968394550295
70,70,79,70,64,83,Ajou University,3,34,0.94
482,98,73,60,61,80,Ajou University,1,34,0.4399999999999999
106,74,91,75,72,78,Ajou University,3,34,0.94
13,62,77,70,84,88,Ajou University,2,34,0.69
13,62,77,70,84,88,Ajou University,2,34,0.69
15,63,97,99,66,70,Ajou University,3,34,0.94
248,93,73,70,76,70,Ajou University,3,34,0.94
13,62,77,70,84,88,Ajou University,2,34,0.69
161,93,84,79,76,66,Ajou University,4,34,0.2899999999999999
13,62,77,70,84,88,Ajou University,2,34,0.69
106,74,91,75,72,78,Ajou University,3,34,0.94
482,98,73,60,61,80,Ajou University,1,34,0.4399999999999999
248,76,44,42,54,45,Ajou University,3,34,0.7060669472219671
161,93,84,79,76,66,Ajou University,4,34,0.2899999999999999
460,100,78,63,77,71,Ajou University,2,34,0.69
381,83,95,93,80,87,Ajou University,3,34,1.0
70,70,79,70,64,83,Ajou University,3,34,0.94
70,70,79,70,64,83,Ajou University,3,34,0.94
367,78,92,77,91,73,Ajou University,2,34,0.79
248,93,73,70,76,70,Ajou University,3,34,0.94
53,79,71,87,81,60,Ajou University,1,34,0.4399999999999999
15,63,97,99,66,70,Ajou University,3,34,0.94
482,87,46,40,32,61,Ajou University,1,34,0.027164137440381875
70,56,50,52,47,66,Ajou University,3,34,0.6325928842029476
313,91,88,64,88,84,Ajou University,3,34,1.0
106,63,70,48,56,66,Ajou University,3,34,0.647411350281076
440,89,81,37,53,46,Ajou University,1,34,0.1157080871914079
460,72,61,52,49,56,Ajou University,2,34,0.2679884294846919
367,78,92,77,91,73,Ajou University,2,34,0.79
223,33,71,74,89,57,Seoul National University of Science and Technology,4,0,0.1392438339955897
21,73,50,49,63,76,Seoul National University of Science and Technology,4,0,0.2606793343678092
190,67,95,91,91,67,Seoul National University of Science and Technology,3,0,1.0
190,67,95,91,91,67,Seoul National University of Science and Technology,3,0,1.0
185,72,79,85,94,86,Seoul National University of Science and Technology,1,0,0.54
276,93,78,73,76,67,Seoul National University of Science and Technology,4,0,0.2899999999999999
185,72,79,85,94,86,Seoul National University of Science and Technology,1,0,0.54
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
466,98,72,65,71,60,Seoul National University of Science and Technology,2,0,0.69
274,66,64,79,77,72,Seoul National University of Science and Technology,2,0,0.5950801353267579
466,72,57,37,44,33,Seoul National University of Science and Technology,2,0,0.43850797719444445
424,72,78,77,89,97,Seoul National University of Science and Technology,1,0,0.54
185,48,55,67,84,68,Seoul National University of Science and Technology,1,0,0.29134040391269145
185,72,79,85,94,86,Seoul National University of Science and Technology,1,0,0.54
380,82,84,90,73,79,Seoul National University of Science and Technology,2,0,0.79
380,82,84,90,73,79,Seoul National University of Science and Technology,2,0,0.79
466,80,46,53,44,35,Seoul National University of Science and Technology,2,0,0.4095455640219625
197,72,60,83,63,82,Seoul National University of Science and Technology,3,0,0.94
21,65,62,46,63,76,Seoul National University of Science and Technology,4,0,0.1063571270716902
276,78,57,45,60,55,Seoul National University of Science and Technology,4,0,0.048376774120288346
380,82,84,90,73,79,Seoul National University of Science and Technology,2,0,0.79
22,69,88,83,63,68,Seoul National University of Science and Technology,4,0,0.2899999999999999
274,79,93,92,94,100,Seoul National University of Science and Technology,2,0,0.8899999999999999
416,72,66,66,77,90,Seoul National University of Science and Technology,2,0,0.69
223,62,82,92,99,81,Seoul National University of Science and Technology,4,0,0.39
197,72,60,83,63,82,Seoul National University of Science and Technology,3,0,0.94
380,82,84,90,73,79,Seoul National University of Science and Technology,2,0,0.79
22,69,88,83,63,68,Seoul National University of Science and Technology,4,0,0.2899999999999999
185,72,79,85,94,86,Seoul National University of Science and Technology,1,0,0.54
223,62,82,92,99,81,Seoul National University of Science and Technology,4,0,0.39
190,43,83,80,72,39,Seoul National University of Science and Technology,3,0,0.8091053598850776
145,48,75,52,75,75,Seoul National University of Science and Technology,1,0,0.20255449596251068
466,75,49,51,54,46,Seoul National University of Science and Technology,2,0,0.31016007220439545
466,98,72,65,71,60,Seoul National University of Science and Technology,2,0,0.69
276,75,61,50,51,41,Seoul National University of Science and Technology,4,0,0.04351486778509339
424,72,78,77,89,97,Seoul National University of Science and Technology,1,0,0.54
380,82,84,90,73,79,Seoul National University of Science and Technology,2,0,0.79
190,67,95,91,91,67,Seoul National University of Science and Technology,3,0,1.0
197,72,60,83,63,82,Seoul National University of Science and Technology,3,0,0.94
223,62,82,92,99,81,Seoul National University of Science and Technology,4,0,0.39
424,72,78,77,89,97,Seoul National University of Science and Technology,1,0,0.54
223,62,82,92,99,81,Seoul National University of Science and Technology,4,0,0.39
380,68,62,72,61,68,Seoul National University of Science and Technology,2,0,0.34924107218932643
190,67,95,91,91,67,Seoul National University of Science and Technology,3,0,1.0
424,46,61,66,77,82,Seoul National University of Science and Technology,1,0,0.2457856172117447
466,98,72,65,71,60,Seoul National University of Science and Technology,2,0,0.69
276,73,66,57,64,47,Seoul National University of Science and Technology,4,0,0.043827371629797274
223,62,82,92,99,81,Seoul National University of Science and Technology,4,0,0.39
185,46,52,67,83,73,Seoul National University of Science and Technology,1,0,0.3793753631145633
185,58,56,69,79,75,Seoul National University of Science and Technology,1,0,0.23810153703963216
22,44,77,62,37,40,Seoul National University of Science and Technology,4,0,0.0
190,67,95,91,91,67,Seoul National University of Science and Technology,3,0,1.0
190,51,69,70,64,40,Seoul National University of Science and Technology,3,0,0.7179899977204083
145,65,85,75,95,87,Seoul National University of Science and Technology,1,0,0.54
466,98,72,65,71,60,Seoul National University of Science and Technology,2,0,0.69
416,72,66,66,77,90,Seoul National University of Science and Technology,2,0,0.69
185,72,79,85,94,86,Seoul National University of Science and Technology,1,0,0.54
276,93,78,73,76,67,Seoul National University of Science and Technology,4,0,0.2899999999999999
190,50,75,71,63,45,Seoul National University of Science and Technology,3,0,0.8985301349290794
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
380,58,64,62,45,65,Seoul National University of Science and Technology,2,0,0.3933157012155988
185,52,67,59,69,65,Seoul National University of Science and Technology,1,0,0.3342472766624384
21,74,47,47,59,73,Seoul National University of Science and Technology,4,0,0.2059809415657048
190,47,82,80,64,50,Seoul National University of Science and Technology,3,0,0.5532402955446761
466,98,72,65,71,60,Seoul National University of Science and Technology,2,0,0.69
185,72,79,85,94,86,Seoul National University of Science and Technology,1,0,0.54
466,98,72,65,71,60,Seoul National University of Science and Technology,2,0,0.69
416,72,66,66,77,90,Seoul National University of Science and Technology,2,0,0.69
190,67,95,91,91,67,Seoul National University of Science and Technology,3,0,1.0
197,54,43,72,46,57,Seoul National University of Science and Technology,3,0,0.796836571401468
22,69,88,83,63,68,Seoul National University of Science and Technology,4,0,0.2899999999999999
380,82,84,90,73,79,Seoul National University of Science and Technology,2,0,0.79
380,67,64,65,51,54,Seoul National University of Science and Technology,2,0,0.6367626557916453
424,46,49,58,70,69,Seoul National University of Science and Technology,1,0,0.1737738121901835
190,67,95,91,91,67,Seoul National University of Science and Technology,3,0,1.0
380,60,55,71,63,67,Seoul National University of Science and Technology,2,0,0.598567503465715
276,93,78,73,76,67,Seoul National University of Science and Technology,4,0,0.2899999999999999
416,72,66,66,77,90,Seoul National University of Science and Technology,2,0,0.69
424,72,78,77,89,97,Seoul National University of Science and Technology,1,0,0.54
466,98,72,65,71,60,Seoul National University of Science and Technology,2,0,0.69
185,60,57,67,82,73,Seoul National University of Science and Technology,1,0,0.3454731469609379
424,61,59,65,67,68,Seoul National University of Science and Technology,1,0,0.24044200206227262
197,72,60,83,63,82,Seoul National University of Science and Technology,3,0,0.94
380,82,84,90,73,79,Seoul National University of Science and Technology,2,0,0.79
197,46,39,58,47,53,Seoul National University of Science and Technology,3,0,0.49001282432981386
424,45,54,67,60,69,Seoul National University of Science and Technology,1,0,0.2805036497413026
424,49,50,53,62,87,Seoul National University of Science and Technology,1,0,0.11845475810387074
274,79,93,92,94,100,Seoul National University of Science and Technology,2,0,0.8899999999999999
274,79,93,92,94,100,Seoul National University of Science and Technology,2,0,0.8899999999999999
185,62,69,67,67,75,Seoul National University of Science and Technology,1,0,0.13856525639021677
466,85,56,48,59,44,Seoul National University of Science and Technology,2,0,0.4678759886060596
190,55,73,64,64,44,Seoul National University of Science and Technology,3,0,0.8702039104741691
145,65,85,75,95,87,Seoul National University of Science and Technology,1,0,0.54
274,54,69,75,78,87,Seoul National University of Science and Technology,2,0,0.5840107246099717
424,72,78,77,89,97,Seoul National University of Science and Technology,1,0,0.54
21,73,56,45,61,78,Seoul National University of Science and Technology,4,0,0.09613407357025971
424,72,78,77,89,97,Seoul National University of Science and Technology,1,0,0.54
22,69,88,83,63,68,Seoul National University of Science and Technology,4,0,0.2899999999999999
185,72,79,85,94,86,Seoul National University of Science and Technology,1,0,0.54
190,67,95,91,91,67,Seoul National University of Science and Technology,3,0,1.0
466,85,48,38,43,41,Seoul National University of Science and Technology,2,0,0.2731023235297847
380,71,55,79,53,65,Seoul National University of Science and Technology,2,0,0.4172824905447281
466,83,59,36,52,38,Seoul National University of Science and Technology,2,0,0.516915630709409
22,69,88,83,63,68,Seoul National University of Science and Technology,4,0,0.2899999999999999
424,72,78,77,89,97,Seoul National University of Science and Technology,1,0,0.54
185,59,54,69,66,59,Seoul National University of Science and Technology,1,0,0.359066204604876
21,79,53,43,68,84,Seoul National University of Science and Technology,4,0,0.16395509222582696
197,72,60,83,63,82,Seoul National University of Science and Technology,3,0,0.94
197,72,60,83,63,82,Seoul National University of Science and Technology,3,0,0.94
22,69,88,83,63,68,Seoul National University of Science and Technology,4,0,0.2899999999999999
145,65,85,75,95,87,Seoul National University of Science and Technology,1,0,0.54
185,54,50,66,75,70,Seoul National University of Science and Technology,1,0,0.24747950104988248
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
223,37,58,68,71,55,Seoul National University of Science and Technology,4,0,0.25063780006345465
223,62,82,92,99,81,Seoul National University of Science and Technology,4,0,0.39
21,73,54,54,57,84,Seoul National University of Science and Technology,4,0,0.1102156183160421
21,83,48,47,60,77,Seoul National University of Science and Technology,4,0,0.0
466,98,72,65,71,60,Seoul National University of Science and Technology,2,0,0.69
145,65,85,75,95,87,Seoul National University of Science and Technology,1,0,0.54
22,57,67,57,53,58,Seoul National University of Science and Technology,4,0,0.0
145,65,85,75,95,87,Seoul National University of Science and Technology,1,0,0.54
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
197,72,60,83,63,82,Seoul National University of Science and Technology,3,0,0.94
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
424,72,78,77,89,97,Seoul National University of Science and Technology,1,0,0.54
380,62,57,64,59,64,Seoul National University of Science and Technology,2,0,0.6648936552600596
145,65,85,75,95,87,Seoul National University of Science and Technology,1,0,0.54
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
185,72,79,85,94,86,Seoul National University of Science and Technology,1,0,0.54
276,93,78,73,76,67,Seoul National University of Science and Technology,4,0,0.2899999999999999
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
197,72,60,83,63,82,Seoul National University of Science and Technology,3,0,0.94
416,72,66,66,77,90,Seoul National University of Science and Technology,2,0,0.69
424,56,49,56,73,76,Seoul National University of Science and Technology,1,0,0.35398261982896895
380,82,84,90,73,79,Seoul National University of Science and Technology,2,0,0.79
185,72,79,85,94,86,Seoul National University of Science and Technology,1,0,0.54
276,93,78,73,76,67,Seoul National University of Science and Technology,4,0,0.2899999999999999
145,65,85,75,95,87,Seoul National University of Science and Technology,1,0,0.54
22,69,88,83,63,68,Seoul National University of Science and Technology,4,0,0.2899999999999999
197,49,33,72,45,59,Seoul National University of Science and Technology,3,0,0.713878461371029
276,93,78,73,76,67,Seoul National University of Science and Technology,4,0,0.2899999999999999
274,79,93,92,94,100,Seoul National University of Science and Technology,2,0,0.8899999999999999
424,72,78,77,89,97,Seoul National University of Science and Technology,1,0,0.54
424,48,65,54,79,78,Seoul National University of Science and Technology,1,0,0.08256569032933558
190,55,81,66,71,57,Seoul National University of Science and Technology,3,0,0.5386313851696436
21,67,59,42,62,75,Seoul National University of Science and Technology,4,0,0.20796574676202062
274,79,93,92,94,100,Seoul National University of Science and Technology,2,0,0.8899999999999999
416,72,66,66,77,90,Seoul National University of Science and Technology,2,0,0.69
