serial No,Korean,Math,English,Inquiry 1,Inquiry 2,University,Tutoring Period,University_rank,chance of admit
292,5,1,5,7,7,Sungkyunkwan University,4,45,0.2899999999999999
50,7,1,1,1,3,Sungkyunkwan University,1,45,0.54
288,3,8,4,1,4,Sungkyunkwan University,3,45,0.94
497,3,7,5,7,7,Sungkyunkwan University,2,45,0.4439273879247821
496,1,2,7,7,5,Sungkyunkwan University,3,45,1.0
401,4,5,4,5,7,Sungkyunkwan University,1,45,0.1583067985326088
50,9,8,2,9,7,Sungkyunkwan University,1,45,0.54
84,1,9,7,7,9,Sungkyunkwan University,1,45,0.54
129,9,2,5,1,6,Sungkyunkwan University,2,45,0.69
288,9,2,7,2,4,Sungkyunkwan University,3,45,0.94
129,6,4,9,7,3,Sungkyunkwan University,2,45,0.69
419,5,5,4,7,2,Sungkyunkwan University,1,45,0.2548812291215483
287,5,2,1,9,9,Sungkyunkwan University,3,45,0.94
496,2,3,6,8,7,Sungkyunkwan University,3,45,1.0
464,9,3,3,7,7,Sungkyunkwan University,1,45,0.4399999999999999
326,9,4,2,3,4,Sungkyunkwan University,3,45,0.94
439,9,4,7,5,9,Sungkyunkwan University,3,45,0.5309115997947239
361,6,4,6,7,5,Sungkyunkwan University,4,45,0.2899999999999999
230,7,9,1,1,8,Sungkyunkwan University,1,45,0.54
430,3,6,9,7,4,Sungkyunkwan University,3,45,1.0
425,3,9,6,6,8,Sungkyunkwan University,1,45,0.54
346,8,1,5,9,3,Sungkyunkwan University,4,45,0.2899999999999999
208,6,1,4,8,3,Sungkyunkwan University,1,45,0.2985441893880772
447,8,4,9,8,9,Sungkyunkwan University,3,45,0.6276861934089731
425,9,1,7,2,9,Sungkyunkwan University,1,45,0.54
439,1,9,2,6,2,Sungkyunkwan University,3,45,0.7012738118777289
464,5,6,9,8,5,Sungkyunkwan University,1,45,0.4399999999999999
208,4,3,7,1,3,Sungkyunkwan University,1,45,0.4399999999999999
361,9,8,9,2,6,Sungkyunkwan University,4,45,0.2899999999999999
419,2,9,1,4,9,Sungkyunkwan University,1,45,0.54
208,7,6,5,7,7,Sungkyunkwan University,1,45,0.4399999999999999
425,2,1,5,7,6,Sungkyunkwan University,1,45,0.54
23,6,6,3,5,1,Sungkyunkwan University,2,45,0.69
50,4,3,7,5,1,Sungkyunkwan University,1,45,0.2195347535326605
287,2,8,6,8,4,Sungkyunkwan University,3,45,0.94
464,7,5,4,3,6,Sungkyunkwan University,1,45,0.4399999999999999
419,9,9,5,9,1,Sungkyunkwan University,1,45,0.3228047240516278
326,6,2,6,9,3,Sungkyunkwan University,3,45,0.94
447,9,9,5,7,2,Sungkyunkwan University,3,45,0.7088085894672833
361,3,8,4,8,6,Sungkyunkwan University,4,45,0.2899999999999999
346,2,1,3,4,4,Sungkyunkwan University,4,45,0.2899999999999999
411,9,4,3,4,2,Sungkyunkwan University,2,45,0.69
497,5,6,6,1,1,Sungkyunkwan University,2,45,0.79
287,8,3,8,3,3,Sungkyunkwan University,3,45,0.6255403629153073
291,7,5,3,9,4,Sungkyunkwan University,4,45,0.0221207513754311
451,5,6,7,7,5,Sungkyunkwan University,2,45,0.79
430,9,5,9,7,5,Sungkyunkwan University,3,45,1.0
326,4,4,4,9,4,Sungkyunkwan University,3,45,0.94
447,9,2,2,9,7,Sungkyunkwan University,3,45,0.7078832845107927
419,7,3,8,5,4,Sungkyunkwan University,1,45,0.1554592038147474
496,7,5,7,6,6,Sungkyunkwan University,3,45,0.8919062641946616
346,8,7,9,2,3,Sungkyunkwan University,4,45,0.0
84,3,4,4,6,3,Sungkyunkwan University,1,45,0.54
84,7,9,4,3,4,Sungkyunkwan University,1,45,0.54
50,9,5,3,6,2,Sungkyunkwan University,1,45,0.2231709309470458
23,1,1,7,2,2,Sungkyunkwan University,2,45,0.69
496,5,6,8,4,6,Sungkyunkwan University,3,45,0.7678687410063789
50,5,4,2,9,8,Sungkyunkwan University,1,45,0.54
84,6,8,4,3,2,Sungkyunkwan University,1,45,0.54
497,6,4,5,2,3,Sungkyunkwan University,2,45,0.79
464,7,5,2,4,6,Sungkyunkwan University,1,45,0.2904587839010481
23,1,2,9,1,1,Sungkyunkwan University,2,45,0.5527093985385619
496,7,4,3,2,1,Sungkyunkwan University,3,45,0.5637338275644332
84,8,1,2,5,8,Sungkyunkwan University,1,45,0.2714589041836878
451,3,7,5,6,5,Sungkyunkwan University,2,45,0.79
401,1,2,1,3,5,Sungkyunkwan University,1,45,0.4399999999999999
326,4,3,3,6,3,Sungkyunkwan University,3,45,0.94
361,2,7,3,3,6,Sungkyunkwan University,4,45,0.0
411,8,2,6,1,8,Sungkyunkwan University,2,45,0.69
346,7,2,9,5,5,Sungkyunkwan University,4,45,0.0
208,1,2,7,1,2,Sungkyunkwan University,1,45,0.2838019887342886
361,1,2,8,4,3,Sungkyunkwan University,4,45,0.2899999999999999
229,7,7,5,3,2,KAIST,1,46,0.1868099952444523
97,1,8,1,3,9,KAIST,4,46,0.39
467,2,7,2,5,9,KAIST,2,46,0.79
112,4,3,7,2,3,KAIST,4,46,0.1899999999999999
112,8,1,9,9,7,KAIST,4,46,0.1899999999999999
96,3,2,9,8,7,KAIST,3,46,0.6144780880051045
280,4,8,3,2,9,KAIST,4,46,0.2899999999999999
267,8,7,3,6,8,KAIST,2,46,0.69
183,3,7,3,9,9,KAIST,4,46,0.0
444,6,6,1,8,7,KAIST,1,46,0.2894475063210669
280,4,8,2,8,9,KAIST,4,46,0.0
240,7,6,6,2,8,KAIST,2,46,0.3546986673501164
243,9,8,8,9,5,KAIST,1,46,0.0683188743982173
267,2,6,1,3,6,KAIST,2,46,0.69
96,1,7,1,1,4,KAIST,3,46,1.0
98,6,7,2,1,9,KAIST,1,46,0.4399999999999999
98,6,5,8,4,3,KAIST,1,46,0.4399999999999999
359,1,6,7,8,3,KAIST,4,46,0.39
240,1,9,5,6,4,KAIST,2,46,0.2910329160602065
96,1,8,9,3,2,KAIST,3,46,1.0
183,8,1,3,3,8,KAIST,4,46,0.2899999999999999
98,5,4,2,5,8,KAIST,1,46,0.4399999999999999
26,2,9,2,3,7,KAIST,2,46,0.5693789825990374
280,7,1,6,1,2,KAIST,4,46,0.2899999999999999
157,4,5,3,4,3,KAIST,3,46,0.8400000000000001
359,6,6,2,3,1,KAIST,4,46,0.1437600541239351
157,7,9,8,4,2,KAIST,3,46,0.8400000000000001
280,1,6,6,5,9,KAIST,4,46,0.0
26,4,3,9,2,6,KAIST,2,46,0.79
43,1,3,8,1,1,KAIST,2,46,0.5100268924531219
229,1,3,2,9,7,KAIST,1,46,0.1564889066384725
280,2,6,9,3,9,KAIST,4,46,0.0
229,4,5,1,5,2,KAIST,1,46,0.4399999999999999
267,9,4,1,3,5,KAIST,2,46,0.69
421,7,2,8,8,5,KAIST,2,46,0.69
112,1,1,5,2,2,KAIST,4,46,0.0
203,4,5,8,5,4,KAIST,2,46,0.69
359,5,2,1,2,3,KAIST,4,46,0.39
203,1,8,7,5,4,KAIST,2,46,0.69
240,7,6,5,2,9,KAIST,2,46,0.79
229,1,5,9,3,2,KAIST,1,46,0.4399999999999999
112,7,6,5,8,2,KAIST,4,46,0.1899999999999999
280,2,3,3,7,5,KAIST,4,46,0.2899999999999999
444,8,8,7,5,4,KAIST,1,46,0.4399999999999999
280,5,7,9,3,3,KAIST,4,46,0.2899999999999999
97,8,8,7,3,9,KAIST,4,46,0.39
203,4,1,7,5,1,KAIST,2,46,0.5392090088577738
444,2,7,2,3,2,KAIST,1,46,0.4399999999999999
183,7,9,7,1,4,KAIST,4,46,0.2899999999999999
203,7,8,3,4,5,KAIST,2,46,0.69
243,7,7,3,9,1,KAIST,1,46,0.3399999999999999
183,3,9,2,7,3,KAIST,4,46,0.0
98,2,1,7,1,1,KAIST,1,46,0.1121327092702405
112,8,9,2,8,7,KAIST,4,46,0.1899999999999999
474,8,3,1,7,3,KAIST,2,46,0.69
229,8,7,2,6,7,KAIST,1,46,0.4399999999999999
203,5,2,2,5,6,KAIST,2,46,0.3237554504097477
26,6,7,1,9,9,KAIST,2,46,0.79
2,7,3,1,6,7,KAIST,3,46,1.0
229,4,1,8,6,5,KAIST,1,46,0.3261406390355443
359,9,8,1,4,2,KAIST,4,46,0.0
183,5,7,5,7,8,KAIST,4,46,0.2899999999999999
43,4,4,3,4,3,KAIST,2,46,0.79
444,7,2,1,2,7,KAIST,1,46,0.0
474,5,9,2,2,1,KAIST,2,46,0.69
203,7,9,6,9,1,KAIST,2,46,0.69
97,9,8,5,2,3,KAIST,4,46,0.39
240,3,4,8,2,6,KAIST,2,46,0.79
359,3,1,5,9,1,KAIST,4,46,0.39
183,5,5,8,4,7,KAIST,4,46,0.2899999999999999
112,4,2,2,2,6,KAIST,4,46,0.1899999999999999
43,1,3,8,5,7,KAIST,2,46,0.79
229,6,3,9,9,8,KAIST,1,46,0.4399999999999999
421,6,5,8,1,2,KAIST,2,46,0.69
359,7,3,2,3,3,KAIST,4,46,0.0835690326834596
474,5,7,9,5,6,KAIST,2,46,0.69
421,7,4,3,3,9,KAIST,2,46,0.69
267,5,1,9,8,4,KAIST,2,46,0.69
267,6,5,8,5,2,KAIST,2,46,0.4547577727855243
421,8,3,5,6,2,KAIST,2,46,0.1976271022692073
421,6,2,3,4,4,KAIST,2,46,0.69
97,3,3,6,7,6,KAIST,4,46,0.0
467,8,8,8,4,4,KAIST,2,46,0.79
267,6,9,8,2,4,KAIST,2,46,0.69
243,1,3,6,4,8,KAIST,1,46,0.3399999999999999
26,7,4,1,7,4,KAIST,2,46,0.79
96,5,1,6,9,6,KAIST,3,46,1.0
203,7,2,3,9,6,KAIST,2,46,0.69
267,1,8,9,3,4,KAIST,2,46,0.69
157,3,6,6,2,5,KAIST,3,46,0.8400000000000001
98,1,7,8,7,5,KAIST,1,46,0.0
467,2,9,2,6,4,KAIST,2,46,0.79
183,9,8,4,6,8,KAIST,4,46,0.2899999999999999
96,8,8,8,7,1,KAIST,3,46,0.6992242886094754
97,6,4,8,4,3,KAIST,4,46,0.0238215335639802
229,1,8,5,6,8,KAIST,1,46,0.2221555552105052
43,5,7,5,2,1,KAIST,2,46,0.79
280,2,5,5,6,1,KAIST,4,46,0.2899999999999999
243,2,1,4,2,9,KAIST,1,46,0.3399999999999999
444,9,9,8,2,5,KAIST,1,46,0.3305626685954428
98,2,5,9,5,7,KAIST,1,46,0.104592047856271
98,1,2,1,2,4,KAIST,1,46,0.3214444920854118
203,8,6,6,8,7,KAIST,2,46,0.4566242313605432
359,7,1,9,1,1,KAIST,4,46,0.39
2,9,4,8,4,5,KAIST,3,46,1.0
97,4,9,9,6,5,KAIST,4,46,0.39
43,7,1,9,7,9,KAIST,2,46,0.79
444,3,4,4,6,5,KAIST,1,46,0.4399999999999999
157,3,4,5,8,9,KAIST,3,46,0.5826680996606435
43,6,8,7,1,8,KAIST,2,46,0.79
26,3,8,4,3,5,KAIST,2,46,0.79
96,3,5,9,1,1,KAIST,3,46,1.0
157,6,6,5,8,7,KAIST,3,46,0.8400000000000001
467,4,4,5,2,1,KAIST,2,46,0.79
359,4,9,2,2,2,KAIST,4,46,0.2019853259734008
2,4,1,7,8,2,KAIST,3,46,1.0
474,5,7,2,3,3,KAIST,2,46,0.69
467,1,5,5,1,1,KAIST,2,46,0.5339775986331473
98,8,5,6,3,1,KAIST,1,46,0.4399999999999999
96,8,1,4,5,4,KAIST,3,46,1.0
444,5,8,3,8,5,KAIST,1,46,0.4399999999999999
43,6,7,1,1,9,KAIST,2,46,0.4938225532207441
243,5,2,3,3,2,KAIST,1,46,0.3399999999999999
240,4,6,6,6,7,KAIST,2,46,0.79
98,9,1,7,5,8,KAIST,1,46,0.4399999999999999
474,7,8,3,2,8,KAIST,2,46,0.69
96,9,6,1,4,8,KAIST,3,46,1.0
474,2,5,8,3,5,KAIST,2,46,0.69
98,7,5,7,1,8,KAIST,1,46,0.4399999999999999
421,1,5,3,7,5,KAIST,2,46,0.4933772295624984
97,6,2,6,9,5,KAIST,4,46,0.073699061285533
183,7,2,1,5,8,KAIST,4,46,0.1076310954885461
97,4,5,4,4,9,KAIST,4,46,0.39
280,4,8,1,3,3,KAIST,4,46,0.0
421,5,1,4,9,7,KAIST,2,46,0.69
112,2,9,3,6,8,KAIST,4,46,0.0
359,6,2,2,3,5,KAIST,4,46,0.2155498887613948
183,1,7,4,5,2,KAIST,4,46,0.0819343214168796
267,5,2,2,9,3,KAIST,2,46,0.69
96,2,6,3,5,3,KAIST,3,46,1.0
243,6,8,3,3,3,KAIST,1,46,0.1331409382930136
243,9,9,3,3,9,KAIST,1,46,0.3399999999999999
444,4,3,6,7,9,KAIST,1,46,0.3322644783248702
2,1,8,8,9,7,KAIST,3,46,1.0
421,7,4,3,4,7,KAIST,2,46,0.230322043498486
98,3,9,9,7,5,KAIST,1,46,0.0674306547462941
203,7,9,9,7,5,KAIST,2,46,0.69
157,7,8,6,1,5,KAIST,3,46,0.502786890007638
240,1,3,1,1,1,KAIST,2,46,0.79
96,7,5,5,9,4,KAIST,3,46,1.0
112,1,6,2,5,1,KAIST,4,46,0.1899999999999999
467,2,4,1,7,4,KAIST,2,46,0.3588897682130659
112,2,6,8,7,2,KAIST,4,46,0.1899999999999999
243,2,2,3,3,5,KAIST,1,46,0.2244441180835025
229,1,1,1,5,5,KAIST,1,46,0.4399999999999999
240,1,7,6,8,1,KAIST,2,46,0.79
421,6,7,6,6,1,KAIST,2,46,0.69
243,2,9,1,9,6,KAIST,1,46,0.3399999999999999
474,4,1,2,3,8,KAIST,2,46,0.69
359,6,1,1,2,6,KAIST,4,46,0.0
43,7,1,2,8,7,KAIST,2,46,0.79
240,8,3,1,7,2,KAIST,2,46,0.79
444,2,8,8,5,5,KAIST,1,46,0.1922951286554212
399,6,6,1,4,2,Hanyang University,1,44,0.54
495,3,4,4,1,1,Hanyang University,1,44,0.4399999999999999
122,3,5,2,1,4,Hanyang University,2,44,0.1985336308180615
204,2,3,4,7,1,Hanyang University,4,44,0.2128202573725708
299,7,4,5,3,4,Hanyang University,2,44,0.6155189479965093
120,3,1,6,2,4,Hanyang University,3,44,1.0
130,6,3,5,2,8,Hanyang University,4,44,0.39
115,8,3,8,9,4,Hanyang University,2,44,0.69
204,6,9,2,3,1,Hanyang University,4,44,0.39
299,6,8,7,9,8,Hanyang University,2,44,0.79
337,6,6,5,4,4,Hanyang University,3,44,1.0
299,6,7,3,2,5,Hanyang University,2,44,0.79
76,7,2,3,6,2,Hanyang University,2,44,0.79
495,6,6,4,8,4,Hanyang University,1,44,0.4399999999999999
172,5,1,8,4,8,Hanyang University,1,44,0.54
363,8,1,8,1,7,Hanyang University,1,44,0.1590507610488802
337,7,2,9,8,4,Hanyang University,3,44,1.0
363,3,2,7,4,6,Hanyang University,1,44,0.54
115,2,1,1,2,2,Hanyang University,2,44,0.69
120,7,7,5,8,7,Hanyang University,3,44,1.0
120,2,7,3,7,4,Hanyang University,3,44,1.0
434,4,1,5,3,4,Hanyang University,1,44,0.4399999999999999
115,1,9,7,9,7,Hanyang University,2,44,0.2003239064672178
204,3,4,6,3,5,Hanyang University,4,44,0.39
199,6,9,1,2,3,Hanyang University,3,44,1.0
177,2,5,7,6,1,Hanyang University,4,44,0.2899999999999999
120,4,4,7,3,4,Hanyang University,3,44,1.0
115,6,1,1,9,9,Hanyang University,2,44,0.2194365516337729
115,8,9,1,9,6,Hanyang University,2,44,0.69
48,6,2,6,8,1,Hanyang University,2,44,0.69
495,6,1,7,9,7,Hanyang University,1,44,0.4399999999999999
199,7,1,9,8,6,Hanyang University,3,44,1.0
122,7,7,6,6,3,Hanyang University,2,44,0.69
399,9,6,6,4,4,Hanyang University,1,44,0.54
363,3,3,9,2,5,Hanyang University,1,44,0.54
199,3,1,7,1,6,Hanyang University,3,44,1.0
199,9,7,9,9,6,Hanyang University,3,44,1.0
120,5,5,9,8,9,Hanyang University,3,44,0.6431194172518452
122,6,9,4,2,7,Hanyang University,2,44,0.69
177,2,5,2,7,5,Hanyang University,4,44,0.2899999999999999
100,9,5,5,5,3,Hanyang University,2,44,0.3646098118061708
122,3,2,6,6,9,Hanyang University,2,44,0.69
120,1,5,6,2,5,Hanyang University,3,44,0.7481701118382333
204,2,5,9,6,7,Hanyang University,4,44,0.2745466270361119
363,6,1,3,1,6,Hanyang University,1,44,0.54
130,4,1,8,6,1,Hanyang University,4,44,0.1286876773018099
199,8,6,5,3,4,Hanyang University,3,44,1.0
122,9,1,3,1,8,Hanyang University,2,44,0.69
177,3,9,1,1,9,Hanyang University,4,44,0.2899999999999999
495,9,6,9,2,8,Hanyang University,1,44,0.3094790110858412
337,6,2,9,6,5,Hanyang University,3,44,1.0
199,1,9,6,2,4,Hanyang University,3,44,1.0
172,8,8,2,5,3,Hanyang University,1,44,0.3346175141301322
299,4,9,8,8,9,Hanyang University,2,44,0.79
76,6,4,6,2,2,Hanyang University,2,44,0.79
100,9,9,6,4,2,Hanyang University,2,44,0.614023792761592
120,3,2,9,5,8,Hanyang University,3,44,0.8157269510666747
495,2,6,1,2,8,Hanyang University,1,44,0.4399999999999999
122,1,5,1,6,8,Hanyang University,2,44,0.69
120,4,5,4,3,2,Hanyang University,3,44,0.6793266107555993
76,7,8,1,4,2,Hanyang University,2,44,0.79
177,2,7,4,4,3,Hanyang University,4,44,0.2899999999999999
122,4,3,7,6,7,Hanyang University,2,44,0.69
177,2,6,7,1,2,Hanyang University,4,44,0.1698209163014513
115,3,3,7,1,5,Hanyang University,2,44,0.69
204,4,6,6,3,8,Hanyang University,4,44,0.39
204,4,6,8,5,3,Hanyang University,4,44,0.39
115,8,4,9,7,1,Hanyang University,2,44,0.69
434,7,8,7,1,8,Hanyang University,1,44,0.4399999999999999
100,6,1,9,6,7,Hanyang University,2,44,0.79
399,6,1,9,4,3,Hanyang University,1,44,0.2279433035237976
130,9,9,1,1,9,Hanyang University,4,44,0.39
100,2,7,6,3,3,Hanyang University,2,44,0.79
48,8,5,9,5,2,Hanyang University,2,44,0.4250913582948803
76,5,9,3,3,9,Hanyang University,2,44,0.5066329549346308
76,7,3,7,9,2,Hanyang University,2,44,0.79
209,9,7,9,2,7,Hanyang University,3,44,0.6472215968357172
299,7,7,4,5,3,Hanyang University,2,44,0.79
399,3,6,2,3,5,Hanyang University,1,44,0.54
130,9,9,4,9,8,Hanyang University,4,44,0.39
115,3,8,5,7,4,Hanyang University,2,44,0.69
199,2,6,1,5,3,Hanyang University,3,44,1.0
172,2,1,8,9,6,Hanyang University,1,44,0.54
209,2,6,1,7,5,Hanyang University,3,44,1.0
76,4,5,8,2,3,Hanyang University,2,44,0.79
489,8,4,4,1,4,Hanyang University,2,44,0.69
199,1,6,6,8,5,Hanyang University,3,44,1.0
48,6,9,8,9,7,Hanyang University,2,44,0.5313696229155174
172,6,5,4,4,5,Hanyang University,1,44,0.3452243284287115
399,1,8,3,3,3,Hanyang University,1,44,0.2657031319896299
204,3,8,6,9,2,Hanyang University,4,44,0.39
76,4,4,2,7,8,Hanyang University,2,44,0.79
204,1,7,9,6,2,Hanyang University,4,44,0.2367099408477748
299,6,6,1,3,7,Hanyang University,2,44,0.79
399,2,5,3,1,1,Hanyang University,1,44,0.1574951359331847
209,3,9,8,2,2,Hanyang University,3,44,0.6917957423543317
130,2,3,6,7,5,Hanyang University,4,44,0.0
199,3,9,4,2,1,Hanyang University,3,44,1.0
100,8,8,6,4,2,Hanyang University,2,44,0.79
204,9,1,1,8,3,Hanyang University,4,44,0.2598936606840951
120,5,8,1,2,2,Hanyang University,3,44,1.0
299,5,7,3,4,2,Hanyang University,2,44,0.79
172,8,1,2,6,1,Hanyang University,1,44,0.54
495,4,5,8,3,2,Hanyang University,1,44,0.2196114008690894
48,6,4,9,2,8,Hanyang University,2,44,0.69
172,8,8,1,5,3,Hanyang University,1,44,0.54
495,9,9,3,5,5,Hanyang University,1,44,0.4399999999999999
172,4,6,6,6,1,Hanyang University,1,44,0.54
172,9,8,9,2,5,Hanyang University,1,44,0.3668775306674051
48,2,2,9,9,4,Hanyang University,2,44,0.69
172,4,2,9,3,6,Hanyang University,1,44,0.54
122,9,1,3,2,9,Hanyang University,2,44,0.69
489,8,9,5,1,2,Hanyang University,2,44,0.4662737541647269
489,6,6,6,6,5,Hanyang University,2,44,0.69
495,7,4,5,6,6,Hanyang University,1,44,0.2323813315605294
100,8,1,7,6,4,Hanyang University,2,44,0.79
209,8,7,9,1,8,Hanyang University,3,44,1.0
489,8,5,6,3,8,Hanyang University,2,44,0.69
120,8,6,1,2,7,Hanyang University,3,44,1.0
120,4,2,8,1,8,Hanyang University,3,44,0.7868713284160849
172,1,4,2,4,9,Hanyang University,1,44,0.2374288074827315
115,3,1,1,7,9,Hanyang University,2,44,0.69
204,1,7,5,5,5,Hanyang University,4,44,0.39
172,3,8,4,4,9,Hanyang University,1,44,0.0896821257928508
177,9,3,5,6,4,Hanyang University,4,44,0.2899999999999999
120,2,9,1,2,2,Hanyang University,3,44,1.0
363,5,5,6,9,1,Hanyang University,1,44,0.2302766119513019
100,7,6,1,3,7,Hanyang University,2,44,0.563294640367026
434,8,3,1,6,9,Hanyang University,1,44,0.4399999999999999
363,1,6,5,7,1,Hanyang University,1,44,0.54
76,6,5,8,8,3,Hanyang University,2,44,0.79
76,1,3,5,3,5,Hanyang University,2,44,0.79
48,9,6,9,6,4,Hanyang University,2,44,0.69
363,6,3,8,7,2,Hanyang University,1,44,0.2948582540399055
122,1,2,1,6,2,Hanyang University,2,44,0.69
130,3,6,3,3,6,Hanyang University,4,44,0.0638618244544306
76,8,9,4,4,2,Hanyang University,2,44,0.6618812686979374
130,5,5,6,7,2,Hanyang University,4,44,0.39
76,7,4,4,6,9,Hanyang University,2,44,0.79
399,3,4,1,6,3,Hanyang University,1,44,0.54
363,3,3,7,3,7,Hanyang University,1,44,0.183238426654774
434,5,7,9,6,9,Hanyang University,1,44,0.4399999999999999
299,5,6,6,9,3,Hanyang University,2,44,0.3179838686483004
48,8,9,1,1,6,Hanyang University,2,44,0.69
399,2,9,7,2,2,Hanyang University,1,44,0.54
204,9,4,6,9,2,Hanyang University,4,44,0.1559425962069249
120,9,4,4,6,5,Hanyang University,3,44,0.8565410348492775
399,1,4,8,6,5,Hanyang University,1,44,0.54
489,3,2,3,5,9,Hanyang University,2,44,0.69
130,7,8,9,8,6,Hanyang University,4,44,0.017887406873934
363,2,7,9,5,8,Hanyang University,1,44,0.54
204,3,9,5,7,6,Hanyang University,4,44,0.1435221805911865
495,1,2,9,2,4,Hanyang University,1,44,0.4399999999999999
76,5,7,1,6,5,Hanyang University,2,44,0.3584017184111622
48,5,3,3,7,7,Hanyang University,2,44,0.3833142461433915
337,3,5,4,3,5,Hanyang University,3,44,1.0
363,8,5,8,1,3,Hanyang University,1,44,0.1239196184922638
172,5,3,2,7,2,Hanyang University,1,44,0.54
495,3,2,6,6,4,Hanyang University,1,44,0.4399999999999999
489,4,1,6,9,1,Hanyang University,2,44,0.69
115,2,9,4,3,6,Hanyang University,2,44,0.5246609507794697
299,5,2,8,3,1,Hanyang University,2,44,0.79
100,2,4,6,9,1,Hanyang University,2,44,0.79
35,2,9,8,7,3,Kookmin University,1,25,0.54
202,8,4,7,1,4,Kookmin University,1,25,0.3705522776490996
341,1,7,8,3,1,Kookmin University,3,25,0.8234124039360464
78,9,3,8,3,8,Kookmin University,4,25,0.2899999999999999
357,2,2,9,1,7,Kookmin University,3,25,1.0
193,2,8,6,9,1,Kookmin University,2,25,0.4744128718349969
252,5,2,3,4,3,Kookmin University,2,25,0.3749037835609191
354,3,1,4,7,5,Kookmin University,2,25,0.2501192670385358
373,1,5,8,6,9,Kookmin University,4,25,0.0157309939543002
78,5,3,1,8,4,Kookmin University,4,25,0.0218698639337169
354,8,7,4,4,5,Kookmin University,2,25,0.69
307,1,3,6,7,9,Kookmin University,1,25,0.54
270,3,8,9,2,1,Kookmin University,2,25,0.69
62,4,6,1,3,1,Kookmin University,4,25,0.39
341,9,9,3,4,3,Kookmin University,3,25,1.0
371,3,1,8,9,5,Kookmin University,1,25,0.1754557572676098
357,2,9,7,8,7,Kookmin University,3,25,0.5648513984671404
470,8,7,9,5,8,Kookmin University,4,25,0.39
252,5,2,5,5,3,Kookmin University,2,25,0.79
202,5,7,9,8,3,Kookmin University,1,25,0.54
459,3,7,4,2,1,Kookmin University,4,25,0.2899999999999999
354,8,2,5,6,6,Kookmin University,2,25,0.69
35,8,4,6,6,5,Kookmin University,1,25,0.54
354,6,4,7,9,1,Kookmin University,2,25,0.69
270,4,3,1,8,3,Kookmin University,2,25,0.69
210,6,2,4,3,5,Kookmin University,3,25,0.94
371,6,3,1,1,9,Kookmin University,1,25,0.4399999999999999
354,3,6,2,1,6,Kookmin University,2,25,0.69
307,1,9,9,6,7,Kookmin University,1,25,0.54
270,8,5,6,8,6,Kookmin University,2,25,0.69
62,6,3,9,5,8,Kookmin University,4,25,0.066183815361936
210,9,5,3,2,5,Kookmin University,3,25,0.94
252,4,3,8,1,4,Kookmin University,2,25,0.79
210,9,9,9,1,4,Kookmin University,3,25,0.94
220,6,7,3,5,8,Kookmin University,2,25,0.79
357,7,4,8,5,1,Kookmin University,3,25,1.0
210,6,5,9,3,6,Kookmin University,3,25,0.6609515387532148
202,1,4,7,1,4,Kookmin University,1,25,0.54
357,3,8,2,4,5,Kookmin University,3,25,0.8631378460258514
459,7,7,7,4,3,Kookmin University,4,25,0.0
62,8,4,2,9,7,Kookmin University,4,25,0.39
470,7,5,1,4,3,Kookmin University,4,25,0.2086768236011904
371,9,6,6,5,5,Kookmin University,1,25,0.4399999999999999
431,9,6,8,4,2,Kookmin University,1,25,0.54
373,4,4,5,2,1,Kookmin University,4,25,0.1413232873044613
459,3,8,3,5,2,Kookmin University,4,25,0.2899999999999999
252,8,5,2,3,9,Kookmin University,2,25,0.79
78,8,9,8,4,8,Kookmin University,4,25,0.0
357,4,9,5,4,6,Kookmin University,3,25,1.0
431,5,9,8,5,9,Kookmin University,1,25,0.54
220,6,2,4,6,7,Kookmin University,2,25,0.4537945004955472
35,5,5,1,5,4,Kookmin University,1,25,0.40624775247853
341,5,4,7,5,6,Kookmin University,3,25,1.0
431,7,2,3,9,9,Kookmin University,1,25,0.54
459,9,6,1,9,2,Kookmin University,4,25,0.2899999999999999
270,1,7,5,5,5,Kookmin University,2,25,0.69
54,2,1,9,8,1,Kookmin University,4,25,0.1006290241052807
270,8,4,3,7,4,Kookmin University,2,25,0.69
54,2,6,5,6,4,Kookmin University,4,25,0.1163077376818553
202,8,2,6,1,2,Kookmin University,1,25,0.54
459,1,4,6,9,7,Kookmin University,4,25,0.2899999999999999
307,1,7,7,6,6,Kookmin University,1,25,0.54
341,1,1,1,7,6,Kookmin University,3,25,1.0
78,4,5,3,3,5,Kookmin University,4,25,0.2899999999999999
210,4,1,3,7,7,Kookmin University,3,25,0.5239705427817893
54,8,9,8,7,4,Kookmin University,4,25,0.39
354,2,1,8,2,2,Kookmin University,2,25,0.2031698829896246
220,5,2,6,2,2,Kookmin University,2,25,0.79
307,1,7,6,7,7,Kookmin University,1,25,0.0666345454482879
54,4,6,7,1,2,Kookmin University,4,25,0.39
210,4,4,4,4,7,Kookmin University,3,25,0.94
373,6,8,9,2,2,Kookmin University,4,25,0.2860165386019208
459,8,3,9,4,1,Kookmin University,4,25,0.0
354,4,7,4,5,8,Kookmin University,2,25,0.5316977624768386
307,1,3,3,1,4,Kookmin University,1,25,0.254692596583127
371,4,1,4,5,4,Kookmin University,1,25,0.4399999999999999
35,5,1,6,3,3,Kookmin University,1,25,0.286749929881731
354,8,7,9,9,1,Kookmin University,2,25,0.69
357,7,9,6,7,8,Kookmin University,3,25,1.0
354,7,5,4,3,5,Kookmin University,2,25,0.69
